A,B,C,F,G,H,I,J,K,L,Response,D,E,M,N
253.262511,0.135454663,1.114924559,-2.437564359,-0.857702623,-0.584093547,0.33510562,0.400530685,1.859346334,-0.134822451,1.103693957,Male,Yes,-0.320098524,253.017488
-138.8806741,2.110153524,-0.177361483,-1.032174894,-1.552680541,-0.927825074,1.906598683,-0.582943395,-0.709930241,1.323091308,-0.791719288,Male,Yes,1.307472923,-139.0179322
18.50848739,-0.684694739,-0.796111627,0.92147034,-0.025844478,2.109736963,0.511302493,-1.104477356,0.092773526,1.464235468,0.815129076,Male,Yes,1.387849909,18.44790728
-143.2531079,2.013717346,-0.337463998,1.416185686,0.3642079,-0.112247765,0.769180904,0.139333542,0.3161602,0.478612911,-1.252269818,Fema,Yes,0.454010843,-142.7451168
-115.0757128,-0.045794241,0.360060771,-0.343785295,1.755515363,0.316825967,1.298970498,-1.191047033,-0.342404393,-1.507610418,-0.959194647,Fema,Yes,-1.586266777,-114.7682518
-13.28754687,-1.354422105,-1.335558877,-1.660218803,-1.138382397,-0.156314774,-1.685129413,-1.199828285,-0.366388733,-1.712601826,1.649248136,Male,Yes,-1.748850066,-13.41735685
78.7152959,2.133868247,-1.153950364,-2.582796633,0.972535789,-0.749690345,0.032808748,-0.369801166,-0.193176702,-0.539132637,0.23958276,Male,Yes,-0.375768173,78.26962557
23.8741129,0.67036407,-0.593039069,-1.417507378,0.322362784,-0.099633519,-0.041353452,0.347061972,-1.29313576,-0.316370064,0.895579004,Male,Yes,-0.032369233,23.94127675
108.2583043,0.217903387,0.250113907,-0.069856498,1.328960748,-0.044599393,0.260132905,0.504994722,0.474007867,-0.038905307,0.102178327,Fema,Yes,-0.021478593,108.2854022
246.2925031,-1.220808861,-0.069588555,-1.465914329,0.502796973,0.889513553,1.540932975,2.112019624,-0.870938891,0.656270661,0.501249396,Male,Yes,0.627385849,246.1382694
99.00117213,0.30301105,0.873273048,0.60216349,-1.685382105,1.342353691,0.19785331,-0.778675473,2.011864263,1.336235091,-0.245081756,Male,Yes,1.265331855,99.11329884
-188.3023483,-1.581817883,0.391216225,1.2579156,0.841094275,-0.129107664,-1.166144802,0.022853952,-0.783978759,-0.978273552,-1.605594663,Fema,Yes,-1.177277759,-187.9189234
-112.2094223,0.571226631,-0.545443591,-1.207666435,1.634405645,-0.260559844,0.128957051,-0.286835208,-1.54275794,-2.369623293,0.537034548,Fema,Yes,-2.547582798,-111.3468242
-319.2579549,-1.182523853,-0.2924168,-0.585070178,0.003142025,-0.366084591,-0.5772585,-0.30715768,-1.31699159,-0.653969084,-0.153765154,Fema,Yes,-0.933849419,-319.4946272
16.57849766,-0.695835119,0.371811081,-0.457640594,-1.83002855,-1.252593342,-0.586320025,-0.403459183,1.525957561,0.882056599,-0.412271755,Male,Yes,0.980498714,16.47941521
-223.4195516,-0.388382517,-0.947865964,-1.452866412,-0.754928242,-0.789073649,-0.098503701,0.334099599,-1.306421165,0.143567387,-0.678129796,Fema,Yes,-0.099110297,-223.4778499
-61.43730678,0.090825927,-0.62855758,0.407130331,0.16987796,-1.799771181,-1.104690147,-1.458940731,1.397065301,0.565267203,-0.652761449,Fema,Yes,0.478311729,-61.34865855
41.19568826,0.155590735,0.989679442,-0.302746017,0.704642721,1.855246209,1.415656226,-0.7097851,0.770330879,0.473488262,-1.249338515,Male,Yes,0.63192399,40.3260241
-168.3495593,0.71160514,-1.457593996,1.847729903,-0.419511569,-0.650077159,-0.155658996,-0.63616068,-0.264427289,-1.110747286,-2.030526772,Male,Yes,-0.721969574,-168.4250485
130.9796356,-0.876531851,-0.458229154,-0.869077586,0.293774311,0.395976211,1.811505705,-0.393076396,-0.273555778,-1.828976635,1.506800729,Male,Yes,-1.506210553,131.1472169
-112.0807307,1.586552208,-0.323663761,1.584075496,-1.266620664,0.017596208,1.331462493,-1.186789416,-0.177094808,-0.438534789,0.415062341,Male,Yes,-0.618047103,-111.873152
7.6046946,1.031654951,-2.190035975,0.717371281,-0.210873771,-0.978865379,-0.460463137,-1.101207447,0.195619189,0.981885013,1.068319692,Fema,Yes,0.760371902,7.633930208
18.03846362,-0.58576762,0.103996579,1.283641438,-1.978013908,0.912783244,0.441786516,1.505357851,0.611468374,0.254006709,-1.960005707,Male,Yes,0.17330522,18.33245903
-240.836077,0.097896145,-1.884585845,-0.545711974,0.452489093,-2.004215715,0.376876521,-1.263068349,-0.649337928,1.079194728,-0.932740911,Fema,Yes,0.809880234,-240.8545702
157.5345924,-1.097496655,0.137689826,-0.753704466,-0.41747735,1.117305316,-0.518900204,0.701041341,-0.792115021,-1.084856059,1.015665282,Male,Yes,-1.769902029,157.3415278
-6.345407404,0.490253086,0.304046667,2.0060264,0.381848674,-0.69996852,-0.038243623,-1.08299413,-0.357465669,1.228501896,0.413255971,Male,Yes,1.699764269,-6.175179493
-38.35175721,0.52892065,-1.205258034,-0.243904866,0.506700452,-2.302869369,1.211606357,0.265306851,0.39137407,1.498069986,-0.977893076,Fema,Yes,1.160394919,-38.35275473
112.0201845,0.314817205,0.194292938,-0.085930767,-0.97110457,-0.395228983,-1.159420516,0.276871906,0.005292646,0.078260175,0.868963487,Male,Yes,-0.017607973,112.5553747
-87.9929788,-0.48779465,-1.255207998,-1.290815883,1.069359878,-1.257749791,2.438401817,-0.285115087,-0.510575749,1.826182464,-2.158600842,Male,Yes,1.69327931,-87.49948834
117.6722953,-0.469679859,1.106925011,0.215166572,-0.129849279,-1.274565127,-0.8085855,-0.383514222,0.028360203,0.902806776,0.669714895,Male,Yes,0.979175524,117.5443407
79.08051656,-0.709854182,-1.104123986,-0.808717532,1.26976475,0.775023263,0.432837621,-0.036883531,0.323625765,-0.020129104,0.030546581,Fema,Yes,0.151003668,79.47544868
-264.5358818,-0.297790879,-0.57578797,0.521064876,-0.132880578,-0.813364259,-1.466424328,-0.397271814,-1.676003806,1.079618592,-0.637437026,Fema,Yes,1.002828942,-264.3946646
-284.9358833,0.608962342,0.27279639,-0.470742498,-0.361113135,0.026738383,0.183450254,-1.844701164,0.003222216,-0.555985032,0.013748487,Fema,Yes,-0.819178403,-285.0200324
-189.6593663,-0.548122445,0.548319951,0.755022287,-0.834806607,-0.202414867,-0.795780652,-0.304701304,-0.391998323,-0.454885294,-1.029494003,Fema,Yes,-0.450006781,-189.2520749
-81.2769515,1.104597222,1.611498491,0.408745019,-1.248473474,-0.532540795,0.526850443,-0.088039822,0.997975918,-0.187632452,0.425297885,Fema,Yes,0.04536652,-81.3600075
64.09313045,0.163770446,0.537380193,1.207552584,-0.621928158,1.069792392,1.595404169,-0.202394263,0.289005892,0.33625402,0.211323028,Male,Yes,0.385005553,63.92799643
130.6284647,1.065315492,1.114962323,0.608156428,0.753991467,1.669250806,0.30198921,-0.678095461,0.76691967,-1.775888,-0.206944711,Male,Yes,-1.970321391,130.3744526
-475.8279476,-2.204728542,0.38254038,2.126039171,-1.494455139,0.01916508,0.030557434,-2.404756507,-0.686504134,0.9703327,-0.841555797,Fema,Yes,1.069740964,-476.410751
-8.808416392,-0.248673882,0.223997535,1.248564543,-0.776623041,0.776332046,-0.152794601,2.379046412,-0.049025552,0.736216381,-0.537906285,Fema,Yes,0.715845549,-8.62765807
-47.19918916,-1.566994711,0.019279385,-0.101697275,0.039766735,0.71998373,-1.102906213,-0.707505698,0.265687975,0.024612125,0.67057045,Fema,Yes,0.032601364,-46.48581036
-99.60140615,-0.660608594,0.016338084,0.067492257,-0.300783876,0.098377907,0.381416254,1.26498333,-1.2406246,-0.088375523,-1.348413088,Male,Yes,-0.413524927,-98.99813602
-45.70951495,-1.776205024,1.396849088,2.123526423,-0.250922397,-0.088373125,0.267670893,1.176060276,0.733723488,0.881224946,-0.766963035,Fema,Yes,1.043774952,-45.48015966
-70.0945426,0.642210943,0.597946491,1.283455036,-0.83611138,1.144553535,-0.018767056,-1.15043777,1.040238964,-1.143641396,-1.021913324,Male,Yes,-0.945207269,-70.66462677
-129.6457316,0.644452033,1.059806295,-0.147353665,-3.116856592,-0.098161211,-0.88661426,0.422818575,0.663561577,1.193611681,0.708859575,Fema,Yes,1.168371142,-130.1434322
-29.33130805,0.676433295,0.635031437,0.166673495,-0.635846078,-1.491257593,0.439391701,0.031830558,-0.208298756,-1.093061509,-0.674332661,Male,Yes,-1.131092427,-29.5568601
-322.8226653,0.71963047,1.057030071,-1.340796164,-1.147051641,-0.919454911,0.155264915,-0.696728391,-1.248522912,-0.974969473,-0.584978179,Fema,Yes,-1.086196724,-322.6229297
130.2872874,2.540231621,1.032989195,0.881131097,-0.355951493,0.241203964,1.12778363,0.477068092,0.558081881,-0.03529674,-0.968082118,Male,Yes,0.078196549,130.6922709
88.71704629,0.635424527,0.696438673,0.192728996,0.879389942,1.808131811,0.436638475,-0.977464877,0.715938893,0.880937561,0.147434402,Male,No,0.828014808,87.77152274
237.9407459,-1.091534359,-0.220107143,0.137374884,-0.076972705,-0.147113076,-0.367859222,0.443728729,1.674010313,1.682530253,1.417079274,Fema,No,1.622639693,238.1428961
3.395464874,-0.305842898,-0.386920269,0.715008583,-0.108989118,-0.559880363,0.999101743,1.870262132,-0.391143578,1.907729299,-0.883342217,Fema,Yes,1.42816177,3.6731939
76.88842287,0.006145462,-0.650036585,1.887422351,0.270318175,-0.388251673,1.101613704,-0.307174561,1.252047839,0.01836744,-0.417750087,Fema,Yes,0.027727041,77.18521946
35.71835269,-0.469255903,0.540273478,1.802321094,-1.201723238,2.131727945,1.77975393,0.597310288,0.484381634,0.517737804,-1.38370075,Male,Yes,0.583758199,35.82191856
75.09516909,0.997117981,0.311447072,0.470433145,0.324869616,-0.848320523,-0.325669469,-0.509843242,-0.069641578,0.867276629,1.370989006,Fema,Yes,0.917038371,74.41004149
-125.2121527,-1.168830322,2.634602801,-1.637706287,-0.554345131,-0.577243552,1.197128452,0.785681296,-0.464927604,1.05317207,-0.493460021,Fema,Yes,1.468249452,-125.1003469
20.33934913,-0.101915229,-0.246118077,0.193907256,1.695984563,0.781860156,-0.595597493,-1.360537702,-0.193062341,0.202666789,-0.112795488,Male,Yes,0.205991392,20.19801041
41.33956127,-0.981790787,0.463629322,1.738597088,-1.076882422,-0.810606804,-0.311762639,-1.049805231,2.17397635,-0.397342556,-1.452886646,Male,Yes,-0.460323668,41.34863901
76.97548321,0.186979414,1.571463051,0.436187095,-0.229663243,1.257949943,-0.858668398,-0.211428614,1.910342502,-0.587481467,-1.839566786,Male,Yes,-0.464211485,76.4889973
23.8243232,-0.042257152,0.232181036,0.156506538,2.259308951,-1.540797014,0.063261994,0.379151736,-0.345981776,0.481481474,-0.017020414,Fema,Yes,0.765984578,24.22071174
-83.40927652,0.856649615,1.20002396,1.330630306,0.858087933,-1.486494995,1.455532252,-0.992848712,-0.243084282,-0.47921619,-0.854662175,Male,Yes,-0.573031114,-83.09827138
42.31871874,-0.47835342,2.15770143,-0.504254973,1.405943713,0.879404417,0.387263476,0.13893647,0.013150034,-0.243614141,0.337242947,Fema,Yes,-0.187311273,42.70900153
-37.7756891,0.552032143,-0.897630042,-0.36590833,0.728893072,-0.552865793,2.07089741,0.917068621,-0.396053178,1.300833669,1.513235522,Fema,Yes,0.956404221,-37.59646182
-62.52721822,-0.200914089,0.182802221,-0.416772092,-1.021425997,-0.466161599,-0.567265139,1.367483459,-0.963609384,0.2468835,-0.781578522,Male,Yes,0.125004425,-61.92957481
-18.1377009,1.045045618,1.130380221,-1.826345593,-0.638426706,0.18291773,0.676831624,-0.220088528,-0.35996551,0.528764418,0.695706587,Fema,Yes,0.723827854,-19.04630067
2.650825421,0.237779633,-0.323288636,-0.01842905,0.397998323,-1.548471051,1.311427126,1.629982244,-1.329336569,-0.091437731,-1.708320792,Male,Yes,0.299351751,2.536808988
158.8195109,-0.029294404,-1.506463166,0.864121331,0.947224271,-1.613423011,0.464642399,1.801449209,-0.193537111,1.039991785,0.010257817,Fema,Yes,1.179032808,158.3596476
-286.0128303,-1.409184782,-0.548137468,0.996508051,-0.202381214,-1.328004627,0.23146676,-1.365552727,-0.170122305,-0.327918056,-1.009124031,Fema,Yes,-0.281282745,-286.2318333
107.2705614,-0.306765776,1.064585136,-0.361599281,2.014060155,0.3595044,-0.144566817,1.389145316,-0.864044991,-0.382025449,0.225581664,Fema,Yes,-0.655434929,107.4615312
-79.64641264,-0.563837195,0.347055458,-0.047562059,-0.647733786,-1.230211469,-0.241842953,0.168525202,-0.084172096,-1.23767225,-0.926535241,Male,Yes,-1.113904462,-79.49433079
-285.8207393,0.749749719,1.682660201,0.567825959,-0.848842841,0.212629068,0.313521275,-1.741829017,-0.614059227,-2.937463744,0.25510342,Fema,Yes,-2.948488394,-286.2397289
162.6394853,1.673985707,0.097219232,0.214965591,-1.000330349,0.224252221,-1.678688363,0.239033601,1.563404745,-0.907300122,-0.04932407,Male,Yes,-1.019298583,162.7368094
88.59160068,-0.84513478,0.650469243,0.608673316,-0.530191668,0.072553886,-0.072568219,0.124850169,-0.111413095,0.179826576,0.445260653,Male,Yes,0.446727219,88.12510561
288.2278331,-0.18718385,0.156348969,-0.347912149,0.045758517,-0.887785748,-1.980796468,-1.454365675,1.46935877,0.37816252,2.269754624,Male,Yes,0.242351365,288.2624108
-61.93229074,0.830386005,-1.221776335,0.016491487,-1.805251689,-2.719679364,-1.096601747,-1.184887445,0.777607281,-1.630002651,1.06160017,Fema,Yes,-1.84825753,-61.88700013
8.897269456,-0.895353042,1.388228818,0.613995691,-0.965246651,1.182803382,-1.110897041,0.082978694,0.493720175,0.925668324,-0.790744968,Male,Yes,1.179917918,9.027960614
-48.35930545,-2.257167818,0.092683159,0.12949539,1.048913761,-1.254132727,-1.490291015,-0.603880212,-0.113886093,-0.768874426,0.060296857,Fema,Yes,-0.661486881,-48.87407981
1.649410024,-1.358522402,1.011555449,-0.115356764,-0.395998866,-0.773082248,-0.401254937,-0.62325381,0.003443938,1.533703955,-0.245073043,Male,Yes,1.324209761,2.088016596
91.13214598,0.88839411,-2.575202627,-1.388233499,-1.228895197,-1.333342279,0.367784011,0.849115211,-0.083326285,-0.879096012,1.575306878,Fema,Yes,-0.976231457,90.65022322
-113.8124101,0.70167073,0.616346715,0.281815209,-0.65844609,0.803426613,1.947138353,1.054540242,0.701834217,-1.135368311,-2.084140073,Fema,Yes,-1.460299146,-113.2755072
-23.26430563,0.362109736,0.014606344,-1.327102892,-0.082841782,-0.294806865,-0.545972273,0.003071661,-1.241128687,-1.868102455,-0.048549383,Male,Yes,-1.846652657,-23.04786453
184.8883176,0.085951973,-0.393153195,1.774658561,-0.454080363,0.252803505,-0.408014709,0.880511199,0.562989719,-0.500409667,0.191450872,Male,Yes,-0.756954787,185.3114446
207.8903346,0.996533747,-1.323743679,0.579586595,2.734218223,-0.009309414,-1.91160696,0.053628916,0.52792855,0.51148246,1.868310469,Fema,Yes,0.38904302,207.7967919
-98.17852262,0.420550481,-0.740861934,-1.481021755,-1.324914375,1.01692498,-0.69724372,-1.208536312,0.909318746,-0.82873383,-1.835849577,Male,Yes,-0.479020909,-97.86060894
214.66328,-1.377018571,-1.151150136,-2.083592339,1.392837433,-0.97134232,-0.864048139,1.121907349,-0.235503314,0.564388209,-0.911768485,Male,Yes,0.679496963,214.3963539
17.51898662,-0.55768746,0.091436833,1.310196517,0.498654646,-1.873119662,1.570964709,-1.436640665,0.742950977,0.342976538,1.245946257,Fema,Yes,0.375814778,16.99318955
-158.9205701,0.267746063,1.870757505,-0.261343832,-0.162613792,0.611023905,-0.463391482,0.612328216,-0.444241095,1.503295666,-0.885339163,Fema,Yes,1.461125809,-159.1197072
-20.00103236,0.146304446,0.907698798,1.34803578,0.566545316,0.687881391,0.049857267,0.173711853,-0.73793178,0.417043503,-0.528869854,Male,Yes,0.357137385,-20.67787245
179.1983372,1.131347208,0.130675932,-0.744724398,1.741868879,-1.90577049,0.355273163,-0.099443763,-1.060207595,-1.478979961,0.984865836,Male,Yes,-1.291660759,178.8617715
268.6596295,-0.656569721,-0.000572035,-0.040364526,0.838349234,-0.340377414,1.721194032,-0.005014874,0.578901917,-0.585853653,0.624295655,Male,Yes,-0.820063675,269.3639946
-43.67840325,-0.184951417,-0.73629709,0.813036378,1.535343544,-0.342368044,-0.310304225,0.107291336,-2.199254045,1.10055824,1.55328265,Fema,Yes,0.894122494,-43.15057167
-348.1013212,1.13307988,0.445393251,-0.21694957,-0.131054012,-0.554309627,-0.470637658,-1.118311924,-0.65989173,0.784957521,-0.805626508,Fema,Yes,0.631775302,-348.1153508
-345.0890976,-0.383363534,0.821340703,-1.402539429,-0.490937152,-1.788518477,0.982221721,-0.504675425,-1.102243024,-0.224372226,-0.453094066,Fema,Yes,0.026438983,-345.8734825
-45.20554854,0.572613353,-0.888188211,0.753865684,-1.098289431,0.813452245,0.473290595,1.734572175,-0.509595133,-0.127067163,-0.621082698,Fema,Yes,-0.451844411,-44.63486927
201.0185568,0.937991937,-0.502374712,3.292694322,0.300509605,0.230228081,0.148820757,0.33391877,1.948441412,-2.02725618,-0.086331468,Fema,Yes,-2.187822822,200.7838186
-113.712881,0.247706378,-1.556933933,0.976037525,0.086452524,2.929096242,0.222858323,0.878303758,-0.654570135,0.583569927,-0.886904326,Fema,Yes,0.671331453,-113.5866495
-145.2768097,-0.115704047,-0.655481014,-0.260268315,0.660915171,0.769163083,-1.860349196,-1.283445857,-0.96186739,0.410664789,-0.011559041,Male,Yes,0.241243069,-146.2113008
89.57427895,0.720451526,-0.177502413,0.291285652,1.554933089,-0.513231752,-0.107889753,1.100348682,-0.523766568,0.191057651,-0.896122886,Male,Yes,0.240015382,89.30541049
51.18844442,0.724368505,0.41287082,0.289120505,-0.405941727,-0.7994224,0.24078751,0.433107953,-0.303098253,0.178792866,-0.937880231,Male,Yes,-0.191315592,51.34298266
283.1761578,1.925805737,-0.509005839,-1.058571898,-0.22612247,0.512562231,-0.359116595,-0.608815117,1.23994055,-1.01925115,0.633533902,Male,Yes,-0.912863105,283.2372073
379.9523906,-1.461201246,0.861051662,0.44363748,0.896195,-0.975596039,-1.573866355,-0.146206911,2.274656007,-0.751855,2.172092102,Male,Yes,-0.909231101,380.0266959
81.20792064,0.852551939,0.058925589,0.814519822,1.466578716,-1.768538451,0.355481793,1.141101867,-1.115896986,0.356292817,0.857923924,Fema,Yes,0.53248411,80.63765495
22.27365971,0.23875287,0.595611953,-1.055531289,-0.805298392,-0.470579713,0.186970608,-1.440992099,1.756478643,-0.382038121,0.643904074,Fema,Yes,-0.201957339,22.0090631
118.626131,1.218842002,-0.412733185,0.561621015,0.541978025,-0.752631207,0.081016005,0.780487361,-2.486274286,1.00997296,1.148331952,Male,Yes,1.336590604,118.7521968
-121.574187,0.825286301,0.160687538,-1.442071399,1.101983953,1.429223579,0.434542288,-0.340469803,-0.430120709,0.800232012,-1.510463389,Fema,Yes,1.21191992,-121.4049173
286.7585178,0.094387842,-0.553708157,-0.0936506,1.581691225,-0.528918545,-1.978993792,1.852706969,0.666044853,-1.050807799,0.685915746,Fema,Yes,-1.161438612,286.5237106
335.8758926,1.426316861,-0.094392506,0.466379574,-0.971170665,0.355703516,-0.47728627,-0.400986158,1.695969533,1.833435362,0.460794328,Male,Yes,1.829748458,336.0130268
101.6355249,0.444697218,0.646396933,-0.116606761,0.000458095,1.707023341,0.359549678,0.786809263,-0.331980866,-0.811449921,-0.802325492,Male,Yes,-0.686831655,102.1106224
-94.0006024,-0.738030909,-0.410049693,-0.944446256,-0.024326124,0.786327962,-0.466419097,-1.616956044,-0.09815039,0.317218215,0.640131526,Male,Yes,0.236618709,-93.76045479
-69.97236404,-1.208985823,-0.120324675,1.31948977,2.381686406,-0.950501796,0.764123215,0.462692876,-0.785321419,1.14458119,-1.401197199,Fema,Yes,1.207214496,-69.82702923
-149.6209719,-1.429991259,0.328301295,-0.860262452,-1.03148246,0.607111672,-1.048170407,0.415400626,-1.43273549,0.938746876,0.284314519,Fema,Yes,1.292235044,-150.1853107
-25.51521833,0.894489589,-1.704455634,-0.040538001,2.106237754,-0.416019906,0.711274382,0.575250042,-1.39721956,0.79465444,0.126658866,Fema,Yes,0.934886951,-26.32091114
281.3325847,-0.321485918,0.915793288,-0.848411765,-0.794862618,-1.886600045,-0.065276579,0.82765957,1.691505953,-0.111723043,1.14742632,Male,Yes,0.104607112,281.3868208
-169.4956162,-1.723983181,-0.179651981,0.581802162,-0.321954083,0.15303477,-0.513161339,0.393880896,-0.267407565,-0.973241026,-0.716237248,Fema,Yes,-0.988125539,-169.2069182
-36.50428657,0.184181265,-0.802253172,-1.797164615,0.869006343,0.400885679,-0.009657237,-1.391505269,0.024290914,-0.885966482,0.934179748,Fema,Yes,-1.300459147,-36.58573344
77.94970894,-1.055375424,0.146298984,-0.670107443,0.017708959,2.615180689,0.908922105,-0.808890268,0.892004733,0.542886484,1.074435569,Male,Yes,0.705455965,77.91247945
